,SMILES,pIC50,MDEC-23,SHsOH,MDEO-12,SsOH,minHBint10,LipoaffinityIndex,ATSc3,BCUTp-1h,mindssC,VC-5,BCUTc-1h,maxHsOH,minsOH,maxssO,minHsOH,minsssN,BCUTc-1l,minHBa,minHBint5,hmin,ETA_BetaP_s,MLogP,maxsOH,SPC-6,VPC-6
10,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccc(OCCN6CCCCC6)cc5C4=O,6.76447155309245,39.2470178165072,0.977719161481091,0.527753966853037,19.8805645494906,2.77929576410581,9.1710511691884,-0.129173825974698,14.1237878678324,-0.298383969392266,0.28320836825027,0.187541510983345,0.514339064760111,9.793516802326,5.99787471186821,0.463380096720979,2.38902891264682,-0.361669821757585,2.38902891264682,0.0,-0.236028751491414,0.63194,4.1,10.0870477471646,20.6839585749664,5.8187100336912
11,Oc1cccc(c1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,7.45593195564972,33.197541352771,0.954069349962207,0.0,19.9049267237759,0.0,9.17848901654488,-0.0268895001626473,13.7076574458184,1.2224074074074,0.264010045363804,0.110843655445793,0.480937736205593,9.93287530444276,0.0,0.473131613756613,0.0,-0.36137875476808,9.93287530444276,0.0,0.155381944444444,0.6,3.76999999999999,9.97205141933316,13.6899630086481,5.48276490102298
12,CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,7.95860731484177,18.6191408727674,0.478191929693198,0.269679944985296,9.90641264429201,0.0,11.6538809480274,-0.12639973430525,13.3516086189674,0.0,0.639835472109027,0.185424882691316,0.478191929693198,9.90641264429201,6.50710667693913,0.478191929693198,2.50396866738226,-0.360523316571139,-1.40088643451756,3.11164589856502,-0.420509356988086,0.61667,3.66,9.90641264429201,10.4487556897734,6.62086653292746
13,Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCC3)c4ccc(OCCN5CCCCC5)cc4,8.58502665202918,29.6768937282106,0.459125571668507,0.269679944985296,10.013948075131,0.0,12.4904615533172,-0.126453235746919,13.4362339630545,0.0,0.230310779878219,0.185447906310413,0.459125571668507,10.013948075131,6.63382578124752,0.459125571668507,2.51869258676402,-0.360527678383813,-1.35496565262456,3.04575905416455,-0.456473075808948,0.625,3.88,10.013948075131,9.25543140295257,5.7463012952314
14,Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccnc3)c4ccc(OCCN5CCCCC5)cc4,6.26600071346161,27.9486977663575,0.486885791497179,0.269679944985296,9.96182899601789,0.0,10.8473597535597,-0.119383109127466,13.2806715584197,0.0,0.174055175658636,0.185464798466783,0.486885791497179,9.96182899601789,6.50723281072598,0.486885791497179,2.49460798144815,-0.360531015409971,-1.54839157855048,3.16827919750673,-0.387968257214843,0.64063,3.66,9.96182899601789,9.25543140295257,4.35841060668282
15,CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,8.52287874528034,22.6986935184942,0.484750571668507,0.269679944985296,9.88549270224112,0.0,11.5687537699995,-0.126503928410386,12.7228598126983,0.0,0.123272692346871,0.185423547093493,0.484750571668507,9.88549270224112,6.48148167693913,0.484750571668507,2.50653218130941,-0.360523410323344,-1.32616421229534,3.1419019481552,-0.396064912543641,0.61667,3.66,9.88549270224112,8.31033664034506,4.6481601746993
16,Oc1ccc(C[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4)cc1,8.56863623584101,31.9963039174467,1.00287236983338,0.46924700641056,19.657242158966,0.0,11.2372938618747,-0.139890215433406,13.0581568569312,0.0,0.123272692346871,0.116691023547935,0.529241055766146,9.66114511788191,6.52715446920419,0.473631314067241,2.49007384797608,-0.361379121840571,-1.52650920368696,3.09146474836905,-0.414507018552712,0.625,3.88,9.99609704108409,9.29812176327566,4.49392779675868
17,CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,8.15490195998574,20.5076762396815,0.493816929693198,0.269679944985296,9.8422119640199,0.0,10.9248953124405,-0.12644855752211,12.7228595816119,0.0,0.348161910075977,0.185412865065259,0.493816929693198,9.8422119640199,6.4418983436058,0.493816929693198,2.5032799621481,-0.36052112363712,-1.32565495303608,3.18111846143511,-0.380509356988086,0.62069,3.55,9.8422119640199,8.72750592161283,4.91037344043155
18,Oc1cccc(c1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,6.43651891460559,33.7999108969698,0.990102513227513,0.0,19.828821281599,0.0,6.06325294795078,-0.0715022291922154,14.0262248794124,-0.275803099017384,0.28320836825027,0.187369626714136,0.498954317838246,9.89482258335433,0.0,0.491148195389266,0.0,-0.361659257005747,9.89482258335433,0.0,-0.0260508786848072,0.61111,3.55,9.93399869824472,19.3356574944744,5.22516950994232
19,Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccs3)c4ccc(OCCN5CCCCC5)cc4,8.05551732784983,26.1030647521474,0.481991887176191,0.269679944985296,9.95529736021541,0.0,10.3327664912577,-0.141998934158351,14.1643581038506,0.0,0.250351361212065,0.185448788289198,0.481991887176191,9.95529736021541,6.55847241767987,0.481991887176191,2.50991300129377,-0.360524920354824,-1.38634939748052,3.16113049759052,-0.402476949580679,0.62903,3.55,9.95529736021541,9.01972914255706,5.42265127369144
20,Oc1ccc2O[C@H]([C@@H](CC3CCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,8.52287874528034,29.3738586216194,0.464750571668507,0.269679944985296,9.98783838125346,0.0,12.5406399554638,-0.126503941135931,12.9888597662532,0.0,0.123272692346871,0.185447439447376,0.464750571668507,9.98783838125346,6.59089210777813,0.464750571668507,2.51755138188905,-0.36052768735834,-1.333489315176,3.06312087489534,-0.436881239074254,0.625,3.88,9.98783838125346,8.41737892154629,4.86196593897832
21,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,8.74472749489669,33.6859406368506,1.00352905294204,0.324249658624014,19.707676147593,4.62077429695043,9.83715044674711,-0.0965450751942331,13.4594975830942,-0.00936895604328857,0.188145650272118,0.194781922356674,0.527696699023602,9.71092919365128,5.93412007734189,0.475832353918444,2.44446340856514,-0.361379890281216,-1.76914368513998,0.0,-0.176472232493707,0.61765,3.88,9.99674695394179,11.2938211140078,4.45168519372949
22,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(COCCN5CCCCC5)cc4,8.63827216398241,31.2852551819987,0.990753490871449,0.474736208780839,19.7525937768695,4.66197441977084,11.1459874977977,-0.121039825748694,13.4046837305537,0.0,0.174055175658636,0.10645709663295,0.513287173639375,9.76398596407142,6.51869438025729,0.477466317232073,2.50002360585111,-0.374909976994081,-1.60335168778548,3.11245699890286,-0.410262815733803,0.625,3.88,9.98860781279816,9.78722319489681,4.59238473809576
23,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)C5=CCNCC5,8.85387196432176,35.3140400558931,1.00338894240102,0.338061701891406,19.6842943171703,-0.453330907212671,8.92218554065224,-0.0783726992535685,13.4432011832566,1.40291013164525,0.208075866530624,0.106387114650341,0.519604899404162,9.72983623422181,6.5106246850592,0.483784042996861,0.0,-0.361379104561279,-1.58278968563896,3.14973633257311,-0.404892723293021,0.61667,3.66,9.95445808294855,10.3098168075529,4.61308423370521
24,CN1CCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,9.0,31.3853186276058,0.996090084741589,0.338061701891406,19.7212762917484,4.68050932927519,10.0531585728717,-0.13692457089831,13.4347745526355,0.0,0.211322975283632,0.106365919461572,0.515955470574445,9.74832722151087,6.52903115818565,0.480134614167144,2.36639248815024,-0.361379105559971,-1.58708080814346,3.13481385602072,-0.411961395286611,0.64516,3.55,9.97294907023761,10.807185241198,4.95302170460742
25,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2CCCN4CCCCC4,9.15490195998574,23.4401063020279,1.01638318790265,0.338061701891406,19.521275751664,1.27210250525182,9.06621368783975,-0.0751366968185412,13.0508429705037,0.0,0.168633613509522,0.0903368934755109,0.526102022154979,9.64832695146867,6.4347227733686,0.490281165747678,2.59463873818581,-0.361379103911824,-1.43437143650327,3.15482338259029,-0.386546831695641,0.62037,3.33,9.8729488001954,7.67840282724773,4.15621150747047
26,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(CCCN5CCCCC5)cc4,8.85387196432176,32.5315575341373,0.983357871500425,0.338061701891406,19.7581719457781,4.62719043828303,12.0659359299076,-0.0744891266264623,13.4180467675892,0.0,0.174055175658636,0.106359633176122,0.509589363953863,9.76677504852572,6.54356713612281,0.473768507546562,2.6094480437058,-0.361379106038784,-1.57710378565555,3.10013603611163,-0.422265309369038,0.61364,3.99,9.99139689725245,9.76073675779716,4.69828049301892
27,CN1CCCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,8.44369749923271,31.9753751409638,0.9872011958527,0.338061701891406,19.7612762917484,4.64669723390737,10.6986825161703,-0.107209235080058,13.4404428187597,0.0,0.211322975283632,0.106371602254823,0.51151102613,9.76832722151087,6.54903115818565,0.475690169722699,2.39764248815024,-0.361379106311514,-1.59412090609265,3.11530974315658,-0.421961395286611,0.64063,3.66,9.99294907023761,10.7330833876583,4.95930697930355
28,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)C5CCNCC5,8.76955107862173,35.3140400558931,0.996958140297145,0.338061701891406,19.6948411065633,-0.381867701443209,9.65713120875987,-0.0749925755651844,13.4375526939404,0.0,0.222167698091105,0.106399687643983,0.516389498352223,9.73510962891828,6.52523990614764,0.480568641944921,0.0,-0.36137910493976,-1.57140851279945,3.13582568006218,-0.413901014109347,0.61667,3.66,9.95973147764502,10.3098168075529,4.84796940270246
29,CCN1CCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,9.0,31.7528437045975,0.989169669516675,0.338061701891406,19.7528642026481,4.65430666755579,10.6665532129104,-0.145451756830487,13.4360028041625,0.0,0.211322975283632,0.106381695846651,0.512495262961988,9.7641211769607,6.54358005625727,0.476674406554687,2.46489815808223,-0.361379106047244,-1.59160770930498,3.11915714005952,-0.418905839731056,0.64063,3.66,9.98874302568744,10.7965053976808,4.95302170460742
30,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)N5CCNCC5,8.35654732351381,31.3853186276058,1.00390258474158,0.338061701891406,19.685581847304,-0.433831090603807,9.00138526371343,-0.148190489581663,13.4323182470295,0.0,0.211322975283632,0.106345954878045,0.519861720574445,9.73047999928865,6.51163446397077,0.484040864167144,2.41364815808223,-0.361379105791132,-1.58182517946612,3.15189717308097,-0.403696932476694,0.64167,3.43999999999999,9.95510184801539,10.3098168075529,4.63697564836152
31,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(CN5CCCCC5)cc4,6.80966830182971,32.2588094540867,0.993563786253752,0.338061701891406,19.7173998330042,4.66726757437708,10.7047876871972,-0.0646666132817088,13.4244434184557,0.0,0.174055175658636,0.106336259172719,0.514692321330527,9.74638899213875,6.52930497122326,0.478871464923225,2.5497876828175,-0.361379104276969,-1.57436010244261,3.12669783650018,-0.413727976919265,0.62097,3.77,9.97101084086549,10.0721303168575,4.74905228961203
32,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)N5CCCNCC5,8.44369749923271,31.9753751409638,0.9950136958527,0.338061701891406,19.725581847304,-0.38610986668808,9.63284670701205,-0.115654536202492,13.4379864936636,0.0,0.211322975283632,0.106351784701416,0.51541727613,9.75047999928865,6.53163446397077,0.479596419722699,2.44489815808223,-0.361379106583053,-1.58886527741531,3.13254850385777,-0.413696932476694,0.6371,3.55,9.97510184801539,10.3098168075529,4.67517785939514
33,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,8.88605664769316,23.1781462753493,0.756822011211892,0.0,20.0496733276644,2.48753940522788,7.62787505048238,-0.0250234428781001,11.4216544918843,0.0,0.518275813849953,0.0849255848464294,0.499770093222474,9.67718671264802,0.0,0.257051917989418,0.0,-0.391983434048946,9.67718671264802,0.0,0.0617644557823128,0.6,3.21999999999999,10.3724866150163,11.6199009414603,8.04483517562446
34,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1[C@H](O)c2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,7.49485002168009,31.4918460384133,0.5592521101356,0.0,32.7679254543687,1.46386570325664,14.053336594891,0.00586318900395972,13.8756105708979,0.30231124371037,0.639835472109027,0.202635578041302,0.386097425301754,10.2097458492442,0.0,0.0297754347651471,1.89650441960984,-0.392176002651715,-1.31308216594073,0.303999621502903,-0.0197797922089293,0.58125,4.54,11.6563991596343,16.6505213734057,10.7917288406162
35,CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,7.4089353929735,32.0201974701658,0.700035101630849,0.0,8.80278189734573,0.0,11.4394810118079,0.0100341127549609,12.9128788314545,-0.943246491270966,0.0932265361281857,0.28342501049494,0.700035101630849,8.80278189734573,0.0,0.700035101630849,0.0,-0.328231851848434,8.80278189734573,0.0,0.177222222222222,0.55556,3.98999999999999,8.80278189734573,7.45967914306537,2.40442251659751
36,C[C@]12CC[C@H]3[C@@H]([C@H](Sc4ccc(Br)cc4)C(O)c5cc(O)ccc35)[C@@H]1CC[C@@H]2O,6.40120949323688,32.2545032534252,0.66738777401343,0.0,32.4819419152539,1.76917435804329,8.43521331596038,-0.0571979988055455,14.2443536422517,0.0,0.639835472109027,0.110503439776377,0.417636936234293,10.1142630322586,0.0,0.0748320767778989,0.0,-0.392153410763031,-1.53836713697824,0.756871307781842,0.0717793367346938,0.59483,3.55,11.5613812544908,16.9868953006759,10.7917288406162
37,C[C@]12CC[C@H]3[C@@H]([C@@H](Cc4cc(O)ccc34)Sc5ccc(\C=C\C(=O)O)cc5)[C@@H]1CC[C@@H]2O,7.33724216831843,37.3215218894487,1.2606135347098,0.0,29.8378712337534,1.72241961011216,10.1001354663251,-0.0196241691814251,14.0255813365638,-0.928041184321396,0.596843233981792,0.283447373961415,0.678249189784065,8.85770120703635,0.0,0.169823084846342,0.0,-0.392024770036501,-1.43636561534764,0.0,0.0561935594421857,0.59375,3.88,10.8377349645427,15.3210296541347,10.7917288406162
38,CN(C)C(=O)\C=C\c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@H]24)cc1,7.0268721464003,37.3215218894487,0.562294900481297,0.0,21.0782255822726,1.62847715994052,11.9892603280694,0.0591491301705706,13.9962956165186,-0.00211525839547133,0.639835472109027,0.226056922227686,0.402506537857176,10.1914628399521,0.0,0.15978836262412,1.57786752974929,-0.392021688841522,-1.4140199363353,0.0,0.0506839591523657,0.60294,4.1,10.8867627423205,15.6415311475878,10.7917288406162
39,CCCCN(C)C(=O)CCCCCCCCCCS[C@H]1[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c4ccc(O)cc4C1=O,7.48148606012211,31.4918460384133,0.555429410631223,0.0,21.0479874625348,1.54957324190214,13.6076046772886,-0.00420755085782703,13.7524085572355,0.296166118993816,0.639835472109027,0.202350548969412,0.403041869746199,10.1686347381331,0.0,0.152387540885024,1.89111668812836,-0.392373339276026,-1.41261920297777,5.26396372620385,-0.182296403881529,0.58125,4.54,10.8793527244016,16.6505213734057,10.7917288406162
40,C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,8.22184874961636,30.535310109253,0.553176289114326,0.0,20.9831823174254,1.5746344273059,16.4802394413743,-0.273401975546204,12.681310213671,0.0,0.628750133245481,0.462989480473152,0.397947232173691,10.1439412075285,0.0,0.155229056940635,0.0,-0.392371932725853,10.1439412075285,0.0,0.0386733234597606,0.58537,3.99,10.8392411098969,15.7806265694973,10.1804773075622
41,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,8.04575749056067,30.9786487878518,0.529476675370452,0.0,21.1014582675234,1.46290984158951,16.4162144216794,0.0341837455262391,13.6743218801021,0.320720162833575,0.639835472109027,0.202620944522378,0.386097425301754,10.2030791825775,0.0,0.143379250068698,1.9113886788691,-0.392035072500047,-0.997109943718515,0.0,-0.0217329172089293,0.57692,4.65,10.8983790849459,14.6118529306077,10.7917288406162
42,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCC5)cc4,7.74472749489669,30.657434384668,0.953586780965446,0.181818181818181,19.8263946824036,4.42125191239905,10.6151443047843,-0.106157959620728,14.6868093973494,0.0,0.386082763487954,0.0988075573412035,0.501680413336579,9.78355745593312,6.03780922413859,0.451906367628866,2.48171656222431,-0.361379876189214,-1.42576686199719,-0.617771548286387,-0.198261915303311,0.61719,3.66,10.0428372264705,9.47206162320235,7.7022447236538
43,Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccc(O)c3)c4ccc(OCCN5CCCC5)cc4,9.0,30.5289608266781,0.944573627744615,0.527753966853037,20.0245971186602,2.75399549125304,9.81699446615493,-0.138930849083364,13.4221503407246,0.0,0.174055175658636,0.116928106798753,0.483799371744092,9.96440101247879,6.48141512007312,0.460774256000522,2.45083936453393,-0.361374066969596,-1.63937461373987,-0.755381617952133,-0.395939986340419,0.63281,3.66,10.0601961061814,9.67109030910255,4.3604761776793
44,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,7.67778070526608,30.9010635919051,0.947413941459273,0.181818181818181,19.8541724601814,4.39728935779877,11.280524588608,-0.107399275409349,14.6882250564577,0.0,0.386082763487954,0.0988340207878157,0.498593993583492,9.79744634482201,6.0786255506692,0.44881994787578,2.51296656222431,-0.361379876809121,-1.4301130449148,-0.615814602795524,-0.218670078568617,0.61364,3.76999999999999,10.0567261153594,9.76073675779716,7.92585152140378
45,Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,7.82390874094432,30.7910132228558,0.88270240140368,0.190692517849118,20.1914761070021,2.63622814236202,11.1645617203773,-0.105091939529706,14.7030120343582,0.0,0.386082763487954,0.0989040240372906,0.44881994787578,10.0575080083635,6.07590401715221,0.433882453527899,2.51060788305245,-0.361374837106718,-1.46548005591674,-0.635846082257359,-0.218670078568617,0.61364,3.76999999999999,10.1339680986385,9.95976544369736,7.98826727226059
46,Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)c(Br)c4,8.39794000867204,32.0038162844321,0.863592361611822,0.190692517849118,20.2890631729477,2.65278244142719,11.2150343623879,-0.133013700689202,15.0920109454655,0.0,0.45289807396606,0.100174264771902,0.440172871046885,10.1016279961199,6.26514012826332,0.423419490564936,2.53895255425426,-0.361374836776703,-1.46472419801802,-0.620192773742928,-0.284063597087136,0.61029,3.65999999999999,10.1874351768278,11.1008311941377,9.05228074310263
47,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)c(Br)c4,8.30102999566398,32.1632968667481,0.930119787801483,0.181818181818181,19.9424124356941,4.33199050820938,11.336691099739,-0.135321206010525,15.0773074671997,0.0,0.45289807396606,0.100122985977468,0.489946916754597,9.84156633257836,6.26786166178031,0.440172871046885,2.54131123342613,-0.361379876218287,-1.42935718701609,-0.603175787180229,-0.284063597087136,0.61029,3.65999999999999,10.1008461031158,10.9018025082375,8.98986499224582
48,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCC5)c(Br)c4,8.39794000867204,31.798559905073,0.936292627307656,0.181818181818181,19.9146346579163,4.35620933390067,10.6719494887549,-0.134079890049632,15.0758903263448,0.0,0.45289807396606,0.100082568184837,0.493033336507684,9.82767744368947,6.2270453352497,0.443259290799971,2.51006123342613,-0.36137987559838,-1.42501100409848,-0.605170888825485,-0.26365543382183,0.61364,3.55,10.0869572142269,10.6131273736426,8.76625819449584
49,Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,8.39794000867204,30.7910132228558,0.938027000379072,0.527753966853037,20.0540569418051,2.75198010215479,10.4762779139226,-0.140172164871985,13.4228590556038,0.0,0.174055175658636,0.116955626503784,0.480712951991006,9.97828990136768,6.49324943959975,0.457314048388066,2.48208936453393,-0.361374067353564,-1.64372079665748,-0.75169661193909,-0.401857146103732,0.62879,3.76999999999999,10.0757670404374,9.95976544369736,4.58408297542928
50,CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCNCC4,6.95860731484177,21.6994162287011,0.567718035821411,0.0,9.47951496648267,0.0,11.2070661327095,0.276746093935273,9.89687329694656,0.0,0.0539834563766816,0.210918284687556,0.567718035821411,9.47951496648267,0.0,0.567718035821411,2.12585482494144,-0.360520985496622,0.914151349136538,0.0,-0.0203542569843978,0.67647,3.21999999999999,9.47951496648267,7.37077735991635,1.93415250260935
51,CN(CCCc1ccc(F)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCNCC4,6.61978875828839,21.6994162287011,0.571529764216473,0.0,9.46287916401353,0.0,11.2569683420276,0.276746093935273,9.89484369769159,0.0,0.0539834563766816,0.210910595752802,0.571529764216473,9.46287916401353,0.0,0.571529764216473,2.04370271398274,-0.360521348897785,2.04370271398274,0.0,-0.00775350195940027,0.67647,3.21999999999999,9.46287916401353,7.37077735991635,1.74729149752146
